Date,DEXUSEU
11/1/2022,0.9871
11/2/2022,0.9875
11/3/2022,0.9759
11/4/2022,0.9895
11/7/2022,0.9997
11/8/2022,1.0089
11/9/2022,1.0037
11/10/2022,1.0176
11/11/2022,1.0176
11/14/2022,1.0337
11/15/2022,1.0372
11/16/2022,1.0395
11/17/2022,1.0341
11/18/2022,1.0349
11/21/2022,1.0238
11/22/2022,1.0276
11/23/2022,1.0364
11/24/2022,1.0364
11/25/2022,1.0402
11/28/2022,1.0386
11/29/2022,1.0356
11/30/2022,1.0323
12/1/2022,1.0498
12/2/2022,1.0521
12/5/2022,1.0494
12/6/2022,1.0497
12/7/2022,1.0505
12/8/2022,1.0552
12/9/2022,1.055
12/12/2022,1.0545
12/13/2022,1.063
12/14/2022,1.0655
12/15/2022,1.0638
12/16/2022,1.061
12/19/2022,1.0624
12/20/2022,1.0635
12/21/2022,1.0599
12/22/2022,1.0588
12/23/2022,1.0621
12/26/2022,1.0621
12/27/2022,1.0654
12/28/2022,1.0622
12/29/2022,1.0668
12/30/2022,1.0698
1/2/2023,1.0698
1/3/2023,1.0559
1/4/2023,1.062
1/5/2023,1.0522
1/6/2023,1.0619
1/9/2023,1.0759
1/10/2023,1.0737
1/11/2023,1.074
1/12/2023,1.0823
1/13/2023,1.0811
1/16/2023,1.0811
1/17/2023,1.0793
1/18/2023,1.0827
1/19/2023,1.081
1/20/2023,1.0831
1/23/2023,1.0865
1/24/2023,1.0873
1/25/2023,1.0901
1/26/2023,1.0866
1/27/2023,1.0857
1/30/2023,1.0867
1/31/2023,1.0858
2/1/2023,1.0917
2/2/2023,1.0918
2/3/2023,1.0825
2/6/2023,1.0722
2/7/2023,1.0705
2/8/2023,1.0734
2/9/2023,1.0761
2/10/2023,1.067
2/13/2023,1.0718
2/14/2023,1.0722
2/15/2023,1.0683
2/16/2023,1.0684
2/17/2023,1.0678
2/20/2023,1.0678
2/21/2023,1.0657
2/22/2023,1.0623
2/23/2023,1.0583
2/24/2023,1.0545
2/27/2023,1.0596
2/28/2023,1.0602
3/1/2023,1.0674
3/2/2023,1.0595
3/3/2023,1.0616
3/6/2023,1.0694
3/7/2023,1.0573
3/8/2023,1.0549
3/9/2023,1.0577
3/10/2023,1.0659
3/13/2023,1.0733
3/14/2023,1.0722
3/15/2023,1.0535
3/16/2023,1.0622
3/17/2023,1.0647
3/20/2023,1.0722
3/21/2023,1.0769
3/22/2023,1.0792
3/23/2023,1.089
3/24/2023,1.0762
3/27/2023,1.0789
3/28/2023,1.0844
3/29/2023,1.0826
3/30/2023,1.0899
3/31/2023,1.0872
4/3/2023,1.0891
4/4/2023,1.0951
4/5/2023,1.0918
4/6/2023,1.0927
4/7/2023,1.0913
4/10/2023,1.084
4/11/2023,1.0906
4/12/2023,1.0987
4/13/2023,1.1054
4/14/2023,1.098
4/17/2023,1.0915
4/18/2023,1.0958
4/19/2023,1.0953
4/20/2023,1.097
4/21/2023,1.0973
4/24/2023,1.1027
4/25/2023,1.0968
4/26/2023,1.1052
4/27/2023,1.1017
4/28/2023,1.104
5/1/2023,1.097
5/2/2023,1.0997
5/3/2023,1.1049
5/4/2023,1.1009
5/5/2023,1.1026
